beta,Energy,Mx,My,M2x,M2y,M3x,M3y,I,S
1.55,-1302.5,-45,117.779,-110,74.4782,-60,3.79641e-14,647,8.66025
1.55,-1110.5,-140,60.6218,-110,-88.3346,100,1.59204e-14,531.5,14.7224
1.55,-1214,-189.5,59.7558,80.5,-32.0429,82,2.68198e-14,598,34.641
1.55,-1198,136,81.4064,-122,-98.7269,58,6.18447e-14,585.5,-30.3109
1.55,-1065,234,-133.368,13,-103.923,-42,1.37283e-13,542.5,47.6314
1.55,-791.5,-14,-275.396,-182,129.904,76,7.34788e-15,405.5,-4.33013
1.55,-920.5,-14.5,87.4686,-45.5,-23.3827,38,4.24952e-14,440,-1.73205
1.55,-1164.5,-56.5,64.9519,14.5,-25.1147,8,5.58439e-14,588,-8.66025
1.55,-812.5,23,-121.244,-80,-181.865,20,9.67471e-14,381.5,11.2583
1.55,-1168,-42,-162.813,1,-74.4782,-36,9.60123e-14,579.5,-6.06218
1.55,-1082.5,-111,-145.492,-83,24.2487,-18,4.95982e-14,534.5,0.866025
1.55,-1060.5,-144,-105.655,55,24.2487,-30,6.33142e-14,533.5,-33.775
1.55,-1242,-126.5,-116.913,134.5,-71.8801,-68,1.08014e-13,622.5,-7.79423
1.55,-1187.5,-3,-249.415,64,-19.0526,-96,1.2124e-13,609,-6.9282
1.55,-1053,-52,-55.4256,175,29.4449,32,6.56411e-14,534,-6.9282
1.55,-1197,-169,-10.3923,100,8.66025,14,4.88634e-14,609,36.3731
1.55,-905.5,6,51.9615,40,62.3538,-6,5.32721e-14,441.5,0.866025
1.55,-955,-42,197.454,-2,110.851,-30,2.90241e-14,476,25.9808
1.55,-1147.5,167,223.435,-101,171.473,-106,5.10678e-14,557.5,-40.7032
1.55,-1184,52,60.6218,-44,-46.7654,-62,8.8297e-14,597,-22.5167
1.55,-1134.5,229,6.52811e-14,28,-29.4449,40,8.81746e-14,588,-12.1244
1.55,-1091.5,-20.5,26.8468,-102.5,-44.1673,50,3.9801e-14,561.5,35.507
1.55,-1110.5,30,-102.191,118,133.368,6,5.79258e-14,555.5,-11.2583
1.55,-1102,-28,-79.6743,148,90.0666,32,5.41294e-14,562,17.3205
1.55,-1059,38,152.42,37,-15.5885,104,3.25756e-14,539,38.1051
1.55,-1165.5,48,174.937,-11,6.9282,30,4.42097e-14,594,15.5885
1.55,-1047,65,69.282,109,55.4256,32,5.75584e-14,535,10.3923
1.55,-1162,78.5,-18.1865,83.5,-184.463,-10,1.26016e-13,612.5,4.33013
1.55,-1206,223.5,71.8801,86.5,19.9186,-96,1.2075e-13,604,31.1769
1.55,-973.5,85.5,-18.1865,-87.5,-11.2583,-84,9.18485e-14,470.5,12.9904
1.55,-956.5,102.5,21.6506,-39.5,75.3442,14,4.86185e-14,472,-31.1769
1.55,-924.5,-50.5,23.3827,71.5,-44.1673,-4,7.42136e-14,466,-8.66025
1.55,-892,-102,48.4974,16,34.641,-78,6.52737e-14,441,12.1244
1.55,-1166.5,-158,95.2628,-29,-17.3205,64,1.71451e-14,604.5,12.9904
1.55,-1042.5,-167,95.2628,79,-84.8705,-32,7.29889e-14,530.5,-7.79423
1.55,-1112,16,67.55,19,13.8564,10,5.62113e-14,562.5,-21.6506
1.55,-1110,-164,-79.6743,58,48.4974,16,4.01684e-14,549.5,25.1147
1.55,-1165,-124.5,-68.416,-6.5,44.1673,12,3.84539e-14,574,-8.66025
1.55,-1074.5,-21,-29.4449,-17,1.73205,114,2.48603e-14,531,-3.4641
1.55,-1212.5,-2.5,-80.5404,8.5,-38.9711,14,7.31114e-14,619,31.1769
1.55,-1184.5,-107.5,75.3442,-132.5,-11.2583,68,9.55225e-15,589.5,51.0955
1.55,-1164.5,-166.5,-165.411,-144.5,103.057,84,-1.12668e-14,557.5,7.79423
1.55,-1068,-10.5,246.817,23.5,26.8468,-24,4.8496e-14,534,69.282
1.55,-888.5,216.5,108.253,92.5,68.416,134,3.73517e-14,457.5,12.9904
1.55,-925,-147,74.4782,217,-91.7987,-78,1.09361e-13,459,-22.5167
1.55,-1098.5,222,32.909,-29,121.244,24,5.09453e-14,526.5,-6.06218
1.55,-912,88,-69.282,25,53.6936,40,5.78033e-14,452.5,-35.507
1.55,-1307,11.5,-234.693,92.5,21.6506,28,7.88673e-14,653.5,-12.9904
1.55,-913.5,-170.5,-14.7224,-84.5,7.79423,86,4.53119e-15,475.5,6.06218
1.55,-973,-158,-46.7654,-35,96.9948,106,-1.06544e-14,479.5,21.6506
1.55,-1089.5,-207.5,59.7558,74.5,-160.215,4,7.49484e-14,563.5,-14.7224
1.55,-1138,-77.5,-80.5404,-30.5,-115.181,-52,9.55225e-14,555.5,-33.775
1.55,-1074.5,-193,-209.578,-131,64.0859,-76,4.75163e-14,530,12.1244
1.55,-1234,-85.5,87.4686,-54.5,-2.59808,-12,4.35974e-14,616,12.1244
1.55,-964.5,73.5,40.7032,-36.5,28.5788,24,5.09453e-14,493,-1.73205
1.55,-1247,23,131.636,-140,67.55,-82,4.98431e-14,607.5,-4.33013
1.55,-1228.5,57,96.9948,-56,43.3013,-84,7.24991e-14,614,-45.0333
1.55,-1033,-11.5,59.7558,-33.5,75.3442,-82,6.20896e-14,516,15.5885
1.55,-1106.5,57,102.191,109,81.4064,-72,8.05818e-14,540,-8.66025
1.55,-1117.5,85.5,87.4686,38.5,97.8609,-90,7.84999e-14,566.5,2.59808
1.55,-1164,14.5,-42.4352,29.5,37.2391,-14,6.7478e-14,593.5,-12.9904
1.55,-1129.5,50,41.5692,16,117.779,-16,4.77612e-14,577.5,9.52628
1.55,-1062.5,85,15.5885,-89,-50.2295,40,5.95178e-14,529.5,28.5788
1.55,-1165.5,137,-22.5167,-26,-3.4641,-58,9.63797e-14,567.5,6.06218
1.55,-920.5,190,27.7128,-86,79.6743,-68,7.73977e-14,432,-51.9615
1.55,-1052,130,-10.3923,-92,-17.3205,-44,8.52354e-14,536,-39.8372
1.55,-1123,99,24.2487,19,-38.1051,36,7.24991e-14,565,-17.3205
1.55,-1250.5,36,-22.5167,46,1.73205,12,7.02947e-14,635.5,-40.7032
1.55,-1207,-53,-1.73205,52,62.3538,-14,5.3762e-14,598.5,-23.3827
1.55,-1174.5,-180.5,172.339,107.5,-33.775,-20,5.48642e-14,556.5,-0.866025
1.55,-1026.5,-296,-114.315,190,38.1051,-50,6.50287e-14,486,-25.9808
1.55,-1088.5,-162.5,-155.019,71.5,134.234,10,3.09836e-14,562,5.19615
1.55,-938.5,-79,-124.708,-20,-19.0526,-34,7.38462e-14,471.5,-19.9186
1.55,-1100.5,-79.5,11.2583,-60.5,-68.416,-108,9.23384e-14,531.5,19.9186
1.55,-1127.5,-125.5,12.9904,-9.5,25.1147,-52,5.58439e-14,534.5,-30.3109
1.55,-1010,-212,105.655,91,-62.3538,-2,5.42519e-14,499.5,11.2583
1.55,-1166.5,-128,17.3205,145,-71.0141,-32,8.84195e-14,577.5,-19.9186
1.55,-1236,-36.5,-206.98,-30.5,-77.0763,28,7.69078e-14,589,12.1244
1.55,-1175.5,-145.5,-208.712,-96.5,-77.0763,96,3.478e-14,564.5,-26.8468
1.55,-989,-109.5,-182.731,-90.5,-30.3109,-84,8.3276e-14,484.5,-44.1673
1.55,-985,-106.5,12.9904,68.5,109.985,-12,3.74742e-14,476.5,-11.2583
1.55,-1110.5,55,-20.7846,52,71.0141,34,5.18026e-14,557.5,0.866025
1.55,-1262,167.5,-51.0955,-30.5,61.4878,58,5.22924e-14,624,-29.4449
1.55,-1240.5,-70.5,-217.372,-72.5,-18.1865,54,4.78837e-14,631,-19.0526
1.55,-1136,16,-55.4256,-119,-46.7654,-38,7.55607e-14,551,-8.66025
1.55,-1194,9.5,-19.9186,-27.5,-58.0237,-16,7.91122e-14,584.5,12.9904
1.55,-1069,-74,-102.191,13,41.5692,46,3.95561e-14,524,17.3205
1.55,-1035,3.5,109.985,5.5,-9.52628,110,2.43705e-14,507,-6.9282
1.55,-948,-31,3.4641,-149,79.6743,-4,2.47379e-14,478,19.0526
1.55,-1187.5,-104.5,130.77,-63.5,-142.894,104,3.1351e-14,583,31.1769
1.55,-1106,56.5,49.3634,-27.5,-7.79423,-128,1.03605e-13,537.5,-12.9904
1.55,-1024.5,108,57.1577,-89,-17.3205,-150,1.10586e-13,509,-41.5692
1.55,-1080,-51.5,-151.554,-3.5,-49.3634,-200,1.38385e-13,542,15.5885
1.55,-1154.5,71.5,16.4545,-9.5,113.449,-152,9.16036e-14,589.5,-4.33013
1.55,-1084,73.5,70.1481,-3.5,0.866025,-144,1.10218e-13,534.5,19.9186
1.55,-1112,35.5,-59.7558,23.5,-47.6314,-158,1.32629e-13,555,-3.4641
1.55,-882.5,62.5,-33.775,-15.5,40.7032,-20,6.83353e-14,449,24.2487
1.55,-1100.5,109.5,-113.449,-84.5,-14.7224,-102,1.08136e-13,548,36.3731
1.55,-953,-24.5,7.79423,2.5,-82.2724,-8,7.93571e-14,473.5,-21.6506
1.55,-1026.5,-40.5,-35.507,20.5,-180.999,-12,1.0483e-13,512.5,-6.06218
1.55,-1020.5,-97,-27.7128,-68,-19.0526,-34,5.89055e-14,520.5,-11.2583
1.55,-1185,18,93.5307,91,15.5885,-90,9.36855e-14,575.5,-37.2391
1.55,-1075,-151.5,-141.162,71.5,4.33013,6,6.01302e-14,541.5,-4.33013
1.55,-1074.5,-167,-164.545,49,19.0526,-38,6.7478e-14,550.5,37.2391
1.55,-1007.5,2,-131.636,-17,-60.6218,-4,8.42557e-14,513.5,9.52628
1.55,-1077,-0.5,-127.306,20.5,-193.124,-92,1.43284e-13,559,-5.19615
1.55,-1158.5,-27.5,109.985,-75.5,191.392,-56,1.88596e-14,595.5,18.1865
1.55,-950.5,-106,46.7654,-47,-79.6743,-46,7.16418e-14,468,-3.4641
1.55,-939,-54.5,4.33013,-51.5,42.4352,76,1.71451e-14,452.5,-32.0429
1.55,-1079.5,100,71.0141,7,3.4641,82,4.49445e-14,546.5,12.9904
1.55,-1014.5,-1.5,-4.33013,-27.5,-103.057,126,4.27402e-14,493,-27.7128
1.55,-1189,-241,65.8179,-23,13.8564,110,-1.08994e-14,610,32.909
1.55,-1229.5,87.5,101.325,65.5,109.985,50,3.56372e-14,617.5,-19.9186
1.55,-1347.5,142,126.44,-23,3.4641,58,4.98431e-14,671,-51.9615
1.55,-1091.5,117.5,14.7224,32.5,-47.6314,50,7.48259e-14,533,17.3205
1.55,-1145,-18.5,-101.325,101.5,-47.6314,-38,1.01768e-13,574,34.641
1.55,-999.5,-99.5,-94.3968,44.5,-51.0955,-74,9.61348e-14,514.5,28.5788
1.55,-1012.5,-71.5,-94.3968,-78.5,44.1673,-58,5.93954e-14,511,-65.8179
1.55,-980.5,-33.5,-59.7558,-9.5,25.1147,-116,9.18485e-14,494,1.73205
1.55,-1093.5,-110,-60.6218,46,161.081,4,2.37581e-14,539.5,9.52628
1.55,-1141.5,-24,-95.2628,-14,12.1244,66,4.20054e-14,560.5,-4.33013
1.55,-994,-25.5,-33.775,-18.5,-54.5596,102,4.0046e-14,491.5,-37.2391
1.55,-1099.5,-44.5,-49.3634,62.5,16.4545,110,3.12285e-14,541.5,-21.6506
1.55,-915.5,-45.5,-89.2006,-129.5,75.3442,130,-8.20513e-15,463.5,19.9186
1.55,-978,-20,65.8179,-182,-10.3923,58,1.77574e-14,510.5,16.4545
1.55,-1101.5,-87,19.0526,-56,10.3923,-78,6.55186e-14,550.5,-7.79423
1.55,-1301.5,-12,135.1,7,-81.4064,-30,7.89897e-14,645.5,14.7224
1.55,-1207.5,-64,-150.688,-20,-32.909,-4,7.12744e-14,604.5,-47.6314
1.55,-1216,36,-148.956,-77,-147.224,-18,1.04952e-13,617.5,0.866025
1.55,-1142.5,-175,93.5307,-59,45.0333,140,-2.49828e-14,574,-22.5167
1.55,-1004,-82.5,37.2391,8.5,2.59808,66,3.02488e-14,495.5,-16.4545
1.55,-950.5,56.5,118.645,47.5,132.502,-50,5.42519e-14,475,-15.5885
1.55,-1042.5,70.5,-331.688,14.5,-94.3968,-156,1.64348e-13,518,-12.1244
1.55,-1248.5,-208,-45.0333,91,-98.7269,-40,8.47456e-14,629.5,23.3827
1.55,-1130,-295,6.9282,217,24.2487,-118,8.36434e-14,570.5,12.9904
1.55,-1054.5,23.5,-18.1865,287.5,-9.52628,-86,1.30425e-13,546.5,21.6506
1.55,-1150,113.5,-30.3109,23.5,85.7365,-98,9.34406e-14,581.5,12.9904
1.55,-1033.5,-109.5,-125.574,44.5,70.1481,30,3.95561e-14,524.5,-12.9904
1.55,-1040,39,-180.133,-11,-27.7128,66,6.45389e-14,498.5,-23.3827
1.55,-1167.5,-204,-102.191,-32,-29.4449,12,4.35974e-14,589,6.9282
1.55,-921,-158,-152.42,-20,20.7846,-2,4.78837e-14,471,50.2295
1.55,-1055.5,-97.5,-239.889,-126.5,92.6647,-36,4.35974e-14,519.5,6.06218
1.55,-933.5,85,131.636,-143,-173.205,52,6.71106e-14,487.5,-4.33013
1.55,-1070.5,185,-69.282,-65,-31.1769,-4,9.0134e-14,536,20.7846
1.55,-1156.5,203.5,16.4545,41.5,11.2583,22,8.24187e-14,574,51.9615
1.55,-1245,225,5.19615,187,-12.1244,72,9.33181e-14,628,8.66025
1.55,-1082,-129,161.081,-47,19.0526,-54,4.22503e-14,533.5,-14.7224
1.55,-1199.5,-90.5,284.922,-102.5,-87.4686,-26,4.54344e-14,610.5,32.0429
1.55,-974,16.5,63.2199,-42.5,77.0763,6,3.68619e-14,464,20.7846
1.55,-964.5,-20.5,25.1147,-30.5,-163.679,-124,1.27363e-13,471,1.73205
1.55,-1233.5,-105.5,-63.2199,-66.5,-215.64,-92,1.20015e-13,622.5,-0.866025
1.55,-1046.5,-2,15.5885,79,-6.9282,-56,8.96441e-14,523.5,0.866025
1.55,-1213.5,-109,128.172,28,39.8372,-64,5.48642e-14,611.5,12.9904
1.55,-1050.5,50,32.909,43,-107.387,-76,1.17811e-13,533.5,-26.8468
1.55,-1097,32,36.3731,-92,74.4782,-10,4.0046e-14,525,-1.73205
1.55,-1224,46.5,21.6506,-90.5,111.717,-18,3.75967e-14,606,-31.1769
1.55,-1083,-57,152.42,97,6.9282,-12,5.9028e-14,538.5,19.9186
1.55,-1162.5,-35,76.2102,10,-81.4064,22,6.47838e-14,565.5,-11.2583
1.55,-1158,74,71.0141,-17,83.1384,-10,5.00881e-14,598.5,-37.2391
1.55,-1039.5,50,138.564,-14,128.172,-70,5.15576e-14,515.5,-12.9904
1.55,-1175.5,4,178.401,97,55.4256,-98,8.07042e-14,591.5,-42.4352
1.55,-1109,-129,-79.6743,64,53.6936,6,4.71489e-14,565.5,2.59808
1.55,-1050.5,-78,-12.1244,100,43.3013,-72,7.91122e-14,515.5,-7.79423
1.55,-1182,-11.5,137.698,-87.5,77.0763,32,1.46958e-14,594.5,-35.507
1.55,-1123.5,-49.5,-175.803,-159.5,-77.0763,-24,7.32339e-14,546,3.4641
1.55,-1251,73.5,-224.301,-141.5,-200.052,-42,1.25526e-13,620,-13.8564
1.55,-1109,-174.5,-73.6122,158.5,-56.2917,-20,8.40108e-14,562.5,-21.6506
1.55,-1093,-22.5,132.502,-75.5,28.5788,-30,4.44547e-14,545,-1.73205
1.55,-1144.5,133.5,151.554,-15.5,51.0955,-6,5.74359e-14,572,-24.2487
1.55,-1175,108,62.3538,37,-46.7654,66,6.57635e-14,598.5,35.507
1.55,-1193,60,93.5307,31,-67.55,126,4.29851e-14,608,-25.9808
1.55,-1121,132,-39.8372,109,41.5692,120,4.94757e-14,561.5,-26.8468
1.55,-967.5,45.5,47.6314,-3.5,130.77,32,2.69422e-14,488.5,6.06218
1.55,-1205.5,-38,-43.3013,28,-12.1244,-56,8.42557e-14,612,-32.909
1.55,-1016.5,-2.95319e-14,-112.583,-8,19.0526,36,5.46192e-14,515,32.909
1.55,-972.5,-73,10.3923,112,-19.0526,2,7.01723e-14,500.5,-47.6314
1.55,-957,188,-45.0333,-50,20.7846,-82,1.03483e-13,499.5,-6.06218
1.55,-1002,42.5,-73.6122,26.5,38.9711,62,4.91083e-14,483.5,6.06218
1.55,-927.5,73,38.1051,-74,-22.5167,4,6.34367e-14,453.5,7.79423
1.55,-1122,-28,51.9615,-44,-86.6025,-58,8.63376e-14,560.5,26.8468
1.55,-1000.5,-105.5,11.2583,-72.5,49.3634,40,1.739e-14,512,-3.4641
1.55,-923,108,-103.923,-8,48.4974,60,5.36395e-14,479.5,25.1147
1.55,-1126,-1.5,-153.286,-72.5,127.306,48,2.27784e-14,559,-13.8564
1.55,-1071.5,-33,-138.564,-89,107.387,24,2.74321e-14,549.5,21.6506
1.55,-1008,90,5.19615,-80,-15.5885,12,6.31918e-14,519.5,16.4545
1.55,-821.5,-6,74.4782,-134,60.6218,-72,4.94757e-14,404.5,-9.52628
1.55,-1071,-193,96.9948,52,98.7269,-10,2.06965e-14,531.5,2.59808
1.55,-1150,80.5,258.942,77.5,44.1673,40,4.21278e-14,586,1.73205
1.55,-1135.5,-126.5,134.234,86.5,54.5596,-62,5.57214e-14,551,20.7846
1.55,-1209.5,62,19.0526,-59,-3.4641,-28,7.10295e-14,618,-38.1051
1.55,-1246.5,-35.5,-23.3827,11.5,-9.52628,-10,6.64983e-14,610,36.3731
1.53,-1192.5,-94.5,23.3827,41.5,-89.2006,0,7.34788e-14,593,34.641
1.53,-1042,72,62.3538,22,62.3538,12,5.29047e-14,502,17.3205
1.53,-1177.5,-60.5,58.0237,-9.5,47.6314,76,1.66552e-14,580,-3.4641
1.53,-1011.5,55,-102.191,-20,-31.1769,100,5.02105e-14,499.5,-35.507
1.53,-1064.5,0.5,-161.947,-30.5,7.79423,8,6.63759e-14,523.5,-28.5788
1.53,-954.5,17,103.923,-5,128.172,-4,3.08611e-14,463.5,-11.2583
1.53,-1174.5,63,162.813,4,60.6218,36,3.55148e-14,592,39.8372
1.53,-955.5,-95.5,63.2199,23.5,-61.4878,-22,6.91925e-14,458,17.3205
1.53,-1131,-17.5,-11.2583,17.5,-4.33013,8,6.19671e-14,576,-15.5885
1.53,-990,-78.5,108.253,-3.5,-37.2391,142,9.42978e-15,504,-55.4256
1.53,-1061.5,-102.5,326.492,-72.5,-90.9327,136,-4.1638e-15,515.5,-26.8468
1.53,-1232,62,438.209,-182,46.7654,-22,1.38385e-14,624.5,33.775
1.53,-1001.5,21.5,-456.395,-222.5,-7.79423,-58,8.97666e-14,483,6.9282
1.53,-972,-122,-348.142,-77,159.349,40,1.69001e-14,508.5,-19.9186
1.53,-1047,13.5,-168.875,41.5,6.06218,-6,8.19289e-14,510,15.5885
1.53,-1139,53,-116.047,-8,-90.0666,-58,1.1328e-13,576.5,-30.3109
1.53,-1104,-3,-83.1384,-32,-64.0859,-90,1.05442e-13,540.5,18.1865
1.53,-1217,64.5,-148.09,8.5,-132.502,-84,1.35936e-13,615,5.19615
1.53,-1098.5,-128.5,189.66,71.5,-109.985,38,5.40069e-14,550.5,-4.33013
1.53,-1235.5,-0.5,-66.684,47.5,104.789,-8,5.33946e-14,606,-31.1769
1.53,-1031,221.5,-44.1673,89.5,78.8083,58,6.94375e-14,512.5,6.06218
1.53,-1083,281.5,-49.3634,-27.5,23.3827,-80,1.16831e-13,562,-8.66025
1.53,-1221,87,71.0141,-29,105.655,-30,5.15576e-14,622,12.1244
1.53,-979.5,43,81.4064,40,-20.7846,10,6.84578e-14,504,20.7846
1.53,-982.5,28.5,37.2391,59.5,-42.4352,66,5.96403e-14,500,39.8372
1.53,-988,-70.5,71.8801,23.5,-54.5596,30,5.42519e-14,492.5,-23.3827
1.53,-1088.5,-187,71.0141,28,-41.5692,98,1.70226e-14,535.5,-12.9904
1.53,-1178.5,-140.5,-82.2724,86.5,-44.1673,-40,8.35209e-14,585,-39.8372
1.53,-1155.5,-160,-128.172,10,-3.4641,-52,7.00498e-14,570.5,-25.1147
1.53,-1117.5,32,-176.669,-65,15.5885,14,6.35592e-14,556,22.5167
1.53,-1085.5,28.5,-77.0763,-39.5,-9.52628,18,6.33142e-14,535.5,-7.79423
1.53,-1177,-16.5,-23.3827,86.5,-37.2391,-30,9.00115e-14,601.5,16.4545
1.53,-1183.5,112,41.5692,-80,58.8897,-158,9.95638e-14,603.5,9.52628
1.53,-982.5,-11,-140.296,-62,-3.4641,-50,7.97245e-14,506.5,6.06218
1.53,-961,-103.5,80.5404,5.5,-85.7365,-24,7.05397e-14,490,-5.19615
1.53,-1152.5,20.5,-54.5596,14.5,58.0237,-62,7.75201e-14,567.5,54.5596
1.53,-1064.5,82.5,96.1288,-78.5,47.6314,-6,4.81286e-14,532,10.3923
1.53,-1030.5,68.5,70.1481,-51.5,109.985,-8,3.89438e-14,529,12.1244
1.53,-1178,-61,-48.4974,43,117.779,8,3.64945e-14,563,32.909
1.53,-952.5,-109.5,132.502,2.5,82.2724,-48,3.74742e-14,471.5,18.1865
1.53,-1227,-176,-116.047,67,65.8179,-86,6.99273e-14,612,-50.2295
1.53,-1159,-70,-154.153,4,60.6218,74,3.00038e-14,574.5,-6.06218
1.53,-901,93,-55.4256,31,100.459,-18,6.60085e-14,444,-13.8564
1.53,-1229,59.5,130.77,-9.5,47.6314,28,4.09032e-14,625,13.8564
1.53,-1240,-8.5,132.502,8.5,-47.6314,62,4.44547e-14,647,-43.3013
1.53,-1245,21.5,73.6122,-12.5,-97.8609,50,6.4049e-14,631.5,33.775
1.53,-1120,14.5,125.574,26.5,109.985,10,3.24531e-14,549.5,-23.3827
1.53,-959,110.5,-37.2391,-123.5,127.306,-50,5.20475e-14,478.5,19.9186
1.53,-911,49,-20.7846,-11,-3.4641,-62,8.8542e-14,464,15.5885
1.53,-1042.5,56.5,-58.0237,29.5,0.866025,124,3.91887e-14,511,25.9808
1.53,-918.5,-35,121.244,-113,-13.8564,58,2.11864e-14,466.5,-26.8468
1.53,-1218,11.5,-125.574,-54.5,-127.306,88,6.63759e-14,592,10.3923
1.53,-1153.5,-155.5,-77.0763,146.5,-16.4545,38,5.89055e-14,579.5,12.9904
1.53,-1117.5,-28.5,156.751,-30.5,6.06218,-18,4.86185e-14,550.5,-0.866025
1.53,-1087,5.5,82.2724,14.5,44.1673,94,2.11864e-14,525.5,-0.866025
1.53,-1073,39,117.779,43,20.7846,84,3.42901e-14,527,32.909
1.53,-1111.5,-47.5,149.822,-42.5,-2.59808,-16,4.65366e-14,585.5,63.2199
1.53,-1215,54.5,-40.7032,-27.5,75.3442,-22,5.96403e-14,596,-8.66025
1.53,-1047.5,116.5,-84.0045,-27.5,14.7224,-50,9.1726e-14,543,19.0526
1.53,-1039,-59,-57.1577,-41,112.583,-8,3.30655e-14,547,10.3923
1.53,-1228.5,4,-62.3538,-80,90.0666,-44,5.217e-14,627.5,7.79423
1.53,-1156.5,55.5,-14.7224,110.5,9.52628,-66,1.02258e-13,586.5,-32.0429
1.53,-1134,-73.5,12.9904,26.5,42.4352,-30,5.62113e-14,555,22.5167
1.53,-988.5,-36,122.976,-80,-1.73205,-18,4.56793e-14,490,-13.8564
1.53,-1058.5,170.5,-6.06218,-51.5,19.9186,70,5.20475e-14,539.5,-7.79423
1.53,-1123.5,-49,5.19615,-53,-1.73205,8,4.77612e-14,565,1.73205
1.53,-1024.5,-69.5,-82.2724,-87.5,-14.7224,-56,6.95599e-14,492.5,-9.52628
1.53,-1188.5,-41,24.2487,-56,-22.5167,16,4.89859e-14,599,-20.7846
1.53,-1251,-50,64.0859,79,-86.6025,-44,9.3563e-14,617.5,19.9186
1.53,-994.5,48,12.1244,64,32.909,30,5.93954e-14,506.5,-0.866025
1.53,-1084.5,102.5,-111.717,-60.5,-87.4686,-34,1.04707e-13,532,-22.5167
1.53,-1247,-20,-53.6936,64,39.8372,88,3.64945e-14,622.5,-25.1147
1.53,-1104,-100.5,-52.8275,35.5,-123.842,78,6.08649e-14,558,-31.1769
1.53,-858.5,12.5,-9.52628,59.5,122.11,20,4.01684e-14,427.5,0.866025
1.53,-929,-33.5,-106.521,-93.5,9.52628,28,4.40873e-14,473.5,-32.0429
1.53,-1183,40,5.67324e-14,124,31.1769,52,6.02526e-14,587,20.7846
1.53,-1115,-7.5,-70.1481,5.5,-42.4352,-36,8.74398e-14,547,-3.4641
1.53,-947.5,37.5,-6.06218,-18.5,85.7365,42,3.44126e-14,471.5,-11.2583
1.53,-1253.5,-71,6.9282,13,13.8564,28,4.35974e-14,611,22.5167
1.53,-1152.5,-22,64.0859,-23,-55.4256,86,3.80865e-14,584,-8.66025
1.53,-1160.5,-152.5,28.5788,-30.5,78.8083,56,4.40873e-15,575,15.5885
1.53,-770.5,-6,188.794,-68,126.44,-36,2.44929e-14,364,-6.9282
1.53,-1253.5,68,-124.708,-23,-12.1244,86,5.32721e-14,610.5,28.5788
1.53,-1031.5,-3.5,94.3968,-21.5,120.378,-32,3.72293e-14,505,-25.9808
1.53,-1162.5,-90.5,-38.9711,2.5,47.6314,-104,7.6418e-14,573.5,-35.507
1.53,-1196,60.5,68.416,98.5,63.2199,-46,7.801e-14,586,-3.4641
1.53,-1061,-183.5,227.765,-42.5,-66.684,52,1.71451e-14,511,19.0526
1.53,-1002.5,6.5,68.416,-15.5,14.7224,-46,6.7723e-14,495,29.4449
1.53,-995.5,-60.5,101.325,-12.5,-94.3968,52,5.07004e-14,503,15.5885
1.53,-1178.5,-30,126.44,-92,-109.119,78,3.80865e-14,584.5,7.79423
1.53,-1159,40.5,90.9327,122.5,9.52628,-6,7.60506e-14,586,6.9282
1.53,-1171,73,168.009,4,3.4641,70,3.80865e-14,588,-29.4449
1.53,-1147.5,16.5,-118.645,-51.5,-2.59808,54,5.08228e-14,560.5,-6.06218
1.53,-934,-264,25.9808,115,-3.4641,-78,6.72331e-14,485.5,-2.59808
1.53,-1244.5,-81.5,-165.411,-153.5,103.057,-92,5.1925e-14,618,-19.0526
1.53,-1024,-2,90.0666,109,60.6218,-8,5.9028e-14,511.5,-7.79423
1.53,-1071,10,315.233,-179,-50.2295,-44,4.38424e-14,547,13.8564
1.53,-1132.5,-109,-100.459,25,-38.1051,-46,8.16839e-14,569.5,9.52628
1.53,-1139,65,-116.047,-26,-145.492,-58,1.24302e-13,567.5,12.9904
1.53,-1218.5,83,273.664,-32,32.909,-22,4.93533e-14,598.5,-40.7032
1.53,-1010,-62.5,-99.5929,41.5,137.698,68,1.71451e-14,494,-8.66025
1.53,-1160,-183.5,-56.2917,-144.5,40.7032,148,-2.74321e-14,596,-10.3923
1.53,-1239,-276.5,127.306,41.5,-51.0955,4,3.4535e-14,638,32.909
1.53,-1044,-337.5,-127.306,146.5,161.947,-54,3.04937e-14,534,-3.4641
1.53,-1041.5,-89.5,-257.21,-24.5,9.52628,-70,8.63376e-14,534.5,-2.59808
1.53,-1107,-48.5,12.9904,-3.5,-142.894,34,7.53158e-14,557.5,42.4352
1.53,-1190.5,53,29.4449,-11,-102.191,50,7.21317e-14,582,-5.88418e-15
1.53,-1235.5,-6,-20.7846,67,116.047,96,1.76349e-14,613.5,-23.3827
1.53,-1078.5,178,244.219,-35,-17.3205,10,6.35592e-14,521,36.3731
1.53,-1043,53,-24.2487,25,152.42,86,1.53081e-14,541.5,-7.79423
1.53,-1034,10,-27.7128,-5,8.66025,94,3.46575e-14,518.5,-7.79423
1.53,-1105.5,59.5,-89.2006,-39.5,25.1147,10,6.30693e-14,578,-39.8372
1.53,-1026.5,6.5,32.0429,212.5,30.3109,62,6.18447e-14,535,10.3923
1.53,-865.5,-167,-15.5885,-56,-55.4256,10,4.51895e-14,433,-32.909
1.53,-1126.5,-92.5,-125.574,-18.5,101.325,-22,4.323e-14,585,34.641
1.53,-1160.5,28,8.66025,-14,-98.7269,-92,1.12912e-13,584.5,12.9904
